u,v,embeddedness
Moonriddengirl,Melesse,10
Moonriddengirl,Icestorm815,8
Moonriddengirl,Lifebaka,12
Moonriddengirl,J.delanoy,17
Moonriddengirl,Addshore,11
Moonriddengirl,Amalthea,12
Moonriddengirl,Tnxman307,9
Moonriddengirl,Toon05,9
Moonriddengirl,FlyingToaster,21
Moonriddengirl,CactusWriter,15
Moonriddengirl,Madman,25
Moonriddengirl,Enigmaman,13
Moonriddengirl,MLauba,9
Moonriddengirl,Franamax,8
Moonriddengirl,Soap,18
Moonriddengirl,Theleftorium,11
Moonriddengirl,Mkativerata,13
Moonriddengirl,Elen_of_the_Roads,7
Moonriddengirl,VernoWhitney,11
Moonriddengirl,Ironholds,13
Moonriddengirl,Smartse,7
Moonriddengirl,Gonzonoir,13
Moonriddengirl,Ponyo,13
Moonriddengirl,January,7
Moonriddengirl,Dpmuk,4
Moonriddengirl,Dennis_Brown,4
Moonriddengirl,Ocaasi,4
Moonriddengirl,Miniapolis,5
Coren,Samulili,12
Coren,Aarktica,10
Coren,RedirectCleanupBot,22
Coren,Maser Fletcher,4
Coren,Jack,3
Coren,Gonzo fan2007,2
Coren,Rudget (page does not exist),11
Coren,CorenSearchBot,0
Coren,Betacommandbot,0
Coren,Madman,13
Coren,Animum,7
Coren,Accounting4Taste,11
Coren,Save Us 229,3
Coren,Dihydrogen Monoxide,9
Coren,Ioeth,18
Coren,VivioFateFan,0
Coren,VivioFateFan/Sandbox,0
Coren,Tiddly Tom,4
Coren,Walton_One,14
Coren,Keilana,20
Coren,Master_of_Puppets,16
Coren,Zedla,8
Coren,Cirt,12
Coren,Aitias,5
Coren,JPG-GR,4
Coren,Thehelpfulone,9
Coren,lustiger_seth,7
Coren,Cobi,9
Coren,Kww_4,3
Coren,AlexandrDmitri,3
Coren,Rannph.C3.A1irt.C3.AD_anaithnid,3
Coren,The_Blade_of_the_Northern_Lights,5
Coren,Berean_Hunter,5
Coren,De728631,2
Coren,Mr._Stradivarius,1
Coren,Secret,16
Coren,Paulmcdonald,2
GlassCobra,iridescent,25
GlassCobra,Hut_8.5,23
GlassCobra,Pats1,16
GlassCobra,Accounting4Taste,47
GlassCobra,The-G-Unit-Boss,26
GlassCobra,Pumpmeup,14
GlassCobra,Dustihowe (page does not exist),27
GlassCobra,Lambdoid,3
GlassCobra,AngelOfSadness,8
GlassCobra,Tiddly Tom,13
GlassCobra,East718,26
GlassCobra,Bibliomaniac15/Straw poll on straw polls,9
GlassCobra,Dreadstar,44
GlassCobra,The dark lord trombonator,0
GlassCobra,LaraLove/My heart (page does not exist),26
GlassCobra,Rudget (page does not exist),120
GlassCobra,Jauerback,51
GlassCobra,Dihydrogen Monoxide,74
GlassCobra,Curt Wilhelm VonSavage,13
GlassCobra,Tiptoety (page does not exist),68
GlassCobra,Kateshortforbob,18
GlassCobra,Bfigura,14
GlassCobra,Phgao,27
GlassCobra,GlassCobra,317
GlassCobra,Esprit15d,29
GlassCobra,Hit_bull.2C_win_steak,40
GlassCobra,Nyttend,23
GlassCobra,Pigman,26
GlassCobra,Woodym555,26
GlassCobra,Neranei,36
GlassCobra,Gimmetrow,24
GlassCobra,Chase_me_ladies.2C_I.27m_the_Cavalry,37
GlassCobra,Orangemike,20
GlassCobra,SkierRMH,16
GlassCobra,Kathryn_NicDh.C3.A0na,25
GlassCobra,ChrisTheDude,12
GlassCobra,Bkell,7
GlassCobra,SB_Johnny,21
GlassCobra,Useight,81
GlassCobra,NrDg,17
GlassCobra,xDanielx,10
GlassCobra,A._B.,23
GlassCobra,Kralizec.21,17
GlassCobra,Slakr,23
GlassCobra,Ruhrfisch,36
GlassCobra,Salix_alba,21
GlassCobra,Faithlessthewonderboy,38
GlassCobra,Revolving_Bugbear,14
GlassCobra,Kbthompson,16
GlassCobra,Jayron32,30
GlassCobra,Rudget,31
GlassCobra,Keilana,59
GlassCobra,Jeepday,16
GlassCobra,Sarcasticidealist,29
GlassCobra,Keeper76,126
GlassCobra,Sephiroth_BCR,20
GlassCobra,Esanchez7587,12
GlassCobra,Gonzo_fan2007,12
GlassCobra,LAX,23
GlassCobra,Pb30,14
GlassCobra,Rjd0060,44
GlassCobra,Ultraexactzz,68
GlassCobra,Happy-melon,24
GlassCobra,Roger_Davies,18
GlassCobra,John_Carter,44
GlassCobra,Nancy,39
GlassCobra,Master_of_Puppets,40
GlassCobra,Barneca,33
GlassCobra,Remember_the_dot,22
GlassCobra,Seresin,31
GlassCobra,MBisanz,117
GlassCobra,Nousernamesleft,34
GlassCobra,Kim_Dent-Brown,24
GlassCobra,Gb,21
GlassCobra,shoeofdeath,11
GlassCobra,Gadget850,16
GlassCobra,Zedla,15
GlassCobra,J_Greb,12
GlassCobra,Toddst1,30
GlassCobra,Tivedshambo,22
GlassCobra,Hersfold,36
GlassCobra,Seraphim_Whipp,21
GlassCobra,DeadEyeArrow,28
GlassCobra,Doug,27
GlassCobra,Jonny-mt,36
GlassCobra,Cobaltbluetony,19
GlassCobra,Martijn_Hoekstra,20
GlassCobra,Bedford,25
GlassCobra,Davidgothberg,23
GlassCobra,EyeSerene,39
GlassCobra,R._Baley,21
GlassCobra,Sabine.27s_Sunbird,26
GlassCobra,MilborneOne,19
GlassCobra,CapitalR,37
GlassCobra,Philosopher,27
GlassCobra,PeterSymonds,78
GlassCobra,WBOSITG,70
GlassCobra,Risker,46
GlassCobra,Gatoclass,39
GlassCobra,Jza84,21
GlassCobra,Travellingcari,24
GlassCobra,Huntster,30
GlassCobra,Xenocidic,41
GlassCobra,Pegship,23
GlassCobra,Tanthalas39,89
GlassCobra,Xavexgoem,21
GlassCobra,Lenticel,28
GlassCobra,Pinkville,15
GlassCobra,Kevin,18
GlassCobra,Cenarium,28
GlassCobra,Soxred93,36
GlassCobra,Karanacs,32
GlassCobra,Bjweeks_03:13.2C_June_24.2C_2008,24
GlassCobra,Lifebaka,22
GlassCobra,Frank,56
GlassCobra,StephenBuxton,13
GlassCobra,Matthewedwards,17
GlassCobra,Happyme22,21
GlassCobra,Ben_MacDui,17
GlassCobra,Okiefromokla,24
GlassCobra,Steven_Fruitsmaak,16
GlassCobra,J.delanoy,67
GlassCobra,Good_Olfactory,21
GlassCobra,L.27Aquatique,18
GlassCobra,WilliamH,39
GlassCobra,Nev1,29
GlassCobra,JGHowes,21
GlassCobra,Ice_Cold_Beer,23
GlassCobra,Malcolmxl5,18
GlassCobra,Smashville,23
GlassCobra,Cirt,83
GlassCobra,Aitias,70
GlassCobra,Dougweller,25
GlassCobra,Buckshot06,11
GlassCobra,G.A.S,11
GlassCobra,Gladys_j_cortez,17
GlassCobra,Spencer,97
GlassCobra,Thingg,42
GlassCobra,Ameliorate.21,17
GlassCobra,Lazulilasher,21
GlassCobra,Xymmax,26
GlassCobra,Ale_jrb,11
GlassCobra,Jac16888,14
GlassCobra,JPG-GR,19
GlassCobra,Berig,19
GlassCobra,Addshore,44
GlassCobra,Mizu_onna_sango15,18
GlassCobra,Dravecky,16
GlassCobra,It_Is_Me_Here,16
GlassCobra,Sgeureka,21
GlassCobra,Wehwalt,24
GlassCobra,Climie.ca,27
GlassCobra,Kanonkas,41
GlassCobra,R.27n.27B,12
GlassCobra,Somno,14
GlassCobra,OverlordQ,12
GlassCobra,Ged_UK,17
GlassCobra,Al_Ameer_son,21
GlassCobra,Someguy1221,10
GlassCobra,Mentifisto,25
GlassCobra,LinguistAtLarge,14
GlassCobra,AlexiusHoratius,23
GlassCobra,Tassedethe,9
GlassCobra,Toon05,17
GlassCobra,AdjustShift,65
GlassCobra,BOZ,10
GlassCobra,Drilnoth,17
GlassCobra,Closedmouth,25
GlassCobra,Spinningspark,13
GlassCobra,Foxy_Loxy,15
GlassCobra,Law,27
GlassCobra,Rjanag,40
GlassCobra,Laser_brain,26
GlassCobra,Rambo.27s_Revenge,13
GlassCobra,Rosiestep,24
GlassCobra,CactusWriter,19
GlassCobra,Billinghurst,17
GlassCobra,Colds7ream,15
GlassCobra,Mazca,76
GlassCobra,Mikaey,16
GlassCobra,Skomorokh,32
GlassCobra,Fribbler,11
GlassCobra,Jake_Wartenberg,24
GlassCobra,Chamal_N,15
GlassCobra,NuclearWarfare,59
GlassCobra,Sky_Harbor,9
GlassCobra,Jafeluv,12
GlassCobra,MuZemike,24
GlassCobra,The_ed17,20
GlassCobra,Mjroots,13
GlassCobra,The_Earwig,8
GlassCobra,Tinucherian,72
GlassCobra,Materialscientist,21
GlassCobra,Malik_Shabazz,14
GlassCobra,Dumelow,6
GlassCobra,Explicit,33
GlassCobra,Franamax,19
GlassCobra,Fribbulus_Xax,8
GlassCobra,JohnCD,13
GlassCobra,2over0,10
GlassCobra,Ronhjones,20
GlassCobra,Killervogel5,14
GlassCobra,Shubinator,21
GlassCobra,Leonard.5EBloom,19
GlassCobra,Taelus,17
GlassCobra,Bwilkins,21
GlassCobra,,17
GlassCobra,J04n,14
GlassCobra,Phantomsteve,35
GlassCobra,Kingpin13,18
GlassCobra,Tide_rolls,19
GlassCobra,AlexandrDmitri,27
GlassCobra,Bradjamesbrown,16
GlassCobra,Arsenikk,10
GlassCobra,Waldir,10
GlassCobra,Soap,37
GlassCobra,Joe_Decker,10
GlassCobra,Jujutacular,14
GlassCobra,Rami_R,5
GlassCobra,east718,27
.40pple,JCO312,0
.40pple,VoltronForce,0
.40pple,Animum,3
.40pple,Djmckee1,0
.40pple,Djmckee1/Autograph Book,0
.40pple,TheIslander (page does not exist),0
.40pple,Prestonmcconkie,0
JCO312,Balloonman,0
VoltronForce,Balloonman,0
Animum,Anonymous_Dissident,7
Animum,The_Random_Editor,7
Animum,iridescent,6
Animum,Espresso_Addict,0
Animum,Mtmelendez,11
Animum,Nat,4
Animum,RedirectCleanupBot,8
Animum,J.C3.A9sk.C3.A9_Couriano,2
Animum,Neranei,2
Animum,Chase_me_ladies.2C_I.27m_the_Cavalry,3
Animum,SB_Johnny,2
Animum,Slakr,3
Animum,Rudget,6
Animum,Keilana,12
Animum,Zeibura,1
Animum,Rjd0060,13
Animum,Martijn_Hoekstra,2
Animum,Soxred93,10
Animum,Gazimoff,10
Animum,Aitias,14
Animum,SoWhy,14
Animum,Addshore,13
Animum,Thehelpfulone,13
Animum,Seddon,8
Animum,AniMate,7
Animum,Kanonkas,10
Animum,PeterSymonds,19
Animum,JamieS93,12
Animum,Madman,8
Animum,Enigmaman,5
Animum,Pastor_Theo,5
Animum,Cobi,15
Animum,Jake_Wartenberg,5
Animum,NuclearWarfare,10
Djmckee1,Balloonman,0
Djmckee1/Autograph Book,Balloonman,0
TheIslander (page does not exist),Balloonman,1
TheIslander (page does not exist),Gimmetrow,1
TheIslander (page does not exist),Rudget,0
Balloonman,Southern Texas,1
Balloonman,Flyer22,0
Balloonman,BalanceRestored,0
Balloonman,G-Dett,0
Balloonman,NeoNerd,0
Balloonman,Balloonman,169
Balloonman,EyeSerene,18
Balloonman,R/EFD (page does not exist),1
Balloonman,FrozenPurpleCube (page does not exist),0
Balloonman,Anonymous_Dissident,36
Balloonman,KieferSkunk,7
Balloonman,Ev,9
Balloonman,The-G-Unit-Boss,10
Balloonman,Rifleman_82,8
Balloonman,Gimmetrow,19
Balloonman,Geometry_guy,16
Balloonman,SB_Johnny,6
Balloonman,DO11.10,9
Balloonman,Useight,36
Balloonman,xDanielx,9
Balloonman,A._B.,8
Balloonman,Jayron32,13
Balloonman,Seresin,14
Balloonman,Nousernamesleft,12
Balloonman,52_Pickup,3
Balloonman,Gadget850,11
Balloonman,J_Greb,5
Balloonman,Seraphim_Whipp,15
Balloonman,DeadEyeArrow,15
Balloonman,Jonny-mt,13
Balloonman,Cobaltbluetony,9
Balloonman,Bedford,15
Balloonman,Davidgothberg,9
Balloonman,R._Baley,9
Balloonman,MilborneOne,9
Balloonman,CapitalR,21
Balloonman,Philosopher,13
Balloonman,Kakofonous,19
Balloonman,PeterSymonds,44
Balloonman,Risker,31
Balloonman,Fritzpoll,11
Balloonman,Xenocidic,20
Balloonman,Tanthalas39,36
Balloonman,StephenBuxton,6
Balloonman,Happyme22,16
Balloonman,Okiefromokla,14
Balloonman,Steven_Fruitsmaak,14
Balloonman,Gazimoff,22
Balloonman,Nev1,14
Balloonman,SheffieldSteel,28
Balloonman,JGHowes,12
Balloonman,Ice_Cold_Beer,12
Balloonman,Moni3,23
Balloonman,Smashville,8
Balloonman,Cirt,39
Balloonman,SoWhy,33
Balloonman,JPG-GR,8
Balloonman,Protonk,25
Balloonman,Berig,5
Balloonman,Efe,2
Balloonman,Thehelpfulone,18
Balloonman,Dank55,18
Balloonman,Sgeureka,5
Balloonman,lustiger_seth,13
Balloonman,GrahamColm,18
Balloonman,CRGreathouse,9
Balloonman,Somno,8
Balloonman,Pastor_Theo,10
Balloonman,Fribbler,3
Balloonman,NuclearWarfare,25
Balloonman,Sky_Harbor,3
Balloonman,The_ed17,8
Balloonman,MLauba,4
Balloonman,Killervogel5,6
Balloonman,Dabomb87,12
Balloonman,Connormah,4
Balloonman,Elen_of_the_Roads,5
Balloonman,Ponyo,8
Balloonman,Boing.21_said_Zebedee,4
Balloonman,Catfish_Jim_and_the_soapdish,3
Balloonman,Richwales,1
Southern Texas,CapitalR,1
Flyer22,Zad68,1
Flyer22,Liz,1
Flyer22,NeilN,2
G-Dett,Number_57,0
EyeSerene,Acer,1
EyeSerene,Keilana,27
EyeSerene,Wisdom89,14
EyeSerene,Naerii,8
EyeSerene,Tanthalas39,34
EyeSerene,Jbmurray,3
EyeSerene,Spencer,28
EyeSerene,Le Grand Roi des Citrouilles,3
EyeSerene,LaraLove/My heart (page does not exist),5
EyeSerene,Dihydrogen Monoxide,11
EyeSerene,Shoessss (page does not exist),1
EyeSerene,PhilKnight,9
EyeSerene,ArcAngel,4
EyeSerene,Elcobbola,4
EyeSerene,Cameron,7
EyeSerene,Keeper76,27
EyeSerene,Dustihowe (page does not exist),2
EyeSerene,Pharaoh of the Wizards,24
EyeSerene,Scetoaux,3
EyeSerene,Seresin,17
EyeSerene,Zedla,13
EyeSerene,Dorftrottel,6
EyeSerene,Relata refero,1
EyeSerene,EyeSerene,110
EyeSerene,MBisanz,27
EyeSerene,Tiptoety (page does not exist),12
EyeSerene,Stephenchou0722,1
EyeSerene,Masterpiece2000,9
EyeSerene,Orderinchaos/RfA criteria (page does not exist),4
EyeSerene,Useight,23
EyeSerene,IMatthew,12
EyeSerene,IMatthew/Guestbook (page does not exist),1
EyeSerene,WilliamH,19
EyeSerene,Belovedfreak,4
EyeSerene,TheProf07 (page does not exist),1
EyeSerene,J.delanoy,27
EyeSerene,Dank55,21
EyeSerene,SunCreator,3
EyeSerene,RyRy5,1
EyeSerene,NiciVampireHeart,1
EyeSerene,Cirt,26
EyeSerene,Bfigura,2
EyeSerene,Kanonkas,24
EyeSerene,Karanacs,31
EyeSerene,Tadakuni,12
EyeSerene,Mizu_onna_sango15,16
EyeSerene,Climie.ca,22
EyeSerene,CRGreathouse,9
EyeSerene,Al_Ameer_son,15
EyeSerene,AdjustShift,17
EyeSerene,Backslash_Forwardslash,17
EyeSerene,The_ed17,15
EyeSerene,Rlendog,8
EyeSerene,,12
EyeSerene,Phantomsteve,16
EyeSerene,Mike_Cline,6
EyeSerene,Shirik,10
EyeSerene,TFOWR,3
EyeSerene,Soap,13
EyeSerene,Theleftorium,10
EyeSerene,Dana_boomer,13
EyeSerene,Blurpeace,10
EyeSerene,VernoWhitney,8
EyeSerene,The_Bushranger,7
EyeSerene,Worm_That_Turned,2
R/EFD (page does not exist),Anonymous_Dissident,2
Lucid,Anonymous_Dissident,0
Lucid,Edison,0
Lucid,Navou,0
Hersfold,Anonymous_Dissident,16
Hersfold,Caribbean_H.Q.,9
Hersfold,The_Random_Editor,14
Hersfold,Gwynand,1
Hersfold,Dendodge,2
Hersfold,Dendodge/Help (page does not exist),1
Hersfold,AGK/Contact,0
Hersfold,Tanthalas39,28
Hersfold,Steve Crossin,3
Hersfold,Wisdom89,12
Hersfold,Keepscases (page does not exist),4
Hersfold,Tiptoety (page does not exist),10
Hersfold,Spencer,23
Hersfold,Keeper76,27
Hersfold,Sunny910910,0
Hersfold,Sunny910910/UserPage/GuestBook (page does not exist),0
Hersfold,Pharaoh of the Wizards,21
Hersfold,Avruch,3
Hersfold,Milk's Favorite Cookie,2
Hersfold,Nousernamesleft,17
Hersfold,Fattyjwoods,3
Hersfold,MrPrada (page does not exist),3
Hersfold,Sting au,2
Hersfold,Camaeron (page does not exist),3
Hersfold,Stifle/Vote,0
Hersfold,Youngwebprogrammer,0
Hersfold,Hersfold,99
Hersfold,Hersfold/t,12
Hersfold,Hersfold/a,12
Hersfold,Greman Knight (page does not exist),0
Hersfold,Woody,2
Hersfold,DeadEyeArrow,35
Hersfold,Dustihowe (page does not exist),2
Hersfold,WBOSITG,32
Hersfold,Tiddly Tom,2
Hersfold,LaraLove/My heart (page does not exist),3
Hersfold,Gtstricky,3
Hersfold,Valtoras,4
Hersfold,Thedjatclubrock,1
Hersfold,Jonny-mt,34
Hersfold,Veritas (page does not exist),0
Hersfold,Faithlessthewonderboy,13
Hersfold,Juliancolton,16
Hersfold,RC-0722,3
Hersfold,Torchwoodwho,0
Hersfold,Rodhullandemu,23
Hersfold,Kerotan,1
Hersfold,IMatthew,17
Hersfold,IMatthew/Guestbook (page does not exist),5
Hersfold,Keilana,29
Hersfold,RyRy5,1
Hersfold,Bedivere,0
Hersfold,Basketball110 (page does not exist),2
Hersfold,Belovedfreak,4
Hersfold,Mentifisto,13
Hersfold,AlexiusHoratius,16
Hersfold,Colds7ream,14
Hersfold,Enigmaman,23
Hersfold,Mazca,25
Hersfold,ThaddeusB,13
Hersfold,MuZemike,17
Hersfold,OlEnglish,13
Hersfold,BigDom,8
Hersfold/Awards,Anonymous_Dissident,2
Hersfold/Awards,Caribbean_H.Q.,2
Hersfold/Awards,The_Random_Editor,1
Le Grand Roi des Citrouilles,Navou,2
Le Grand Roi des Citrouilles,Kizor,0
Le Grand Roi des Citrouilles,Kralizec.21,2
Le Grand Roi des Citrouilles,Aqwis,10
Le Grand Roi des Citrouilles,Rudget,4
Le Grand Roi des Citrouilles,John_Carter,2
Le Grand Roi des Citrouilles,Deacon_of_Pndapetzim,2
Le Grand Roi des Citrouilles,Bedford,9
Le Grand Roi des Citrouilles,Davidgothberg,2
Le Grand Roi des Citrouilles,R._Baley,2
Le Grand Roi des Citrouilles,Sabine.27s_Sunbird,2
Le Grand Roi des Citrouilles,MilborneOne,4
Le Grand Roi des Citrouilles,CapitalR,15
Le Grand Roi des Citrouilles,Philosopher,5
Le Grand Roi des Citrouilles,Kakofonous,8
Le Grand Roi des Citrouilles,PeterSymonds,18
Le Grand Roi des Citrouilles,WBOSITG,27
Le Grand Roi des Citrouilles,Jza84,8
Le Grand Roi des Citrouilles,Fritzpoll,7
Le Grand Roi des Citrouilles,Huntster,7
Le Grand Roi des Citrouilles,Xenocidic,19
Le Grand Roi des Citrouilles,Pegship,2
Le Grand Roi des Citrouilles,Tanthalas39,25
Le Grand Roi des Citrouilles,Xavexgoem,6
Le Grand Roi des Citrouilles,Pinkville,4
Le Grand Roi des Citrouilles,Kevin,7
Le Grand Roi des Citrouilles,Cenarium,12
Le Grand Roi des Citrouilles,Soxred93,11
Le Grand Roi des Citrouilles,Bjweeks_03:13.2C_June_24.2C_2008,3
Le Grand Roi des Citrouilles,Frank,17
Le Grand Roi des Citrouilles,thedemonhog,8
Le Grand Roi des Citrouilles,StephenBuxton,2
Le Grand Roi des Citrouilles,Matthewedwards,2
Le Grand Roi des Citrouilles,Happyme22,6
Le Grand Roi des Citrouilles,Ben_MacDui,3
Le Grand Roi des Citrouilles,Okiefromokla,8
Le Grand Roi des Citrouilles,L.27Aquatique,5
Le Grand Roi des Citrouilles,Gazimoff,14
Le Grand Roi des Citrouilles,Nev1,6
Le Grand Roi des Citrouilles,JGHowes,2
Le Grand Roi des Citrouilles,Moni3,10
Le Grand Roi des Citrouilles,Malcolmxl5,1
Shinealight2007,Anonymous_Dissident,1
Anonymous_Dissident,AR Argon,0
Anonymous_Dissident,Aliasd,0
Anonymous_Dissident,Madman,26
Anonymous_Dissident,Giggabot,0
Anonymous_Dissident,Tommyboy1334,0
Anonymous_Dissident,Perfect Proposal,3
Anonymous_Dissident,Andrewrox424,0
Anonymous_Dissident,Zanorath,0
Anonymous_Dissident,Chris.B (page does not exist),3
Anonymous_Dissident,Dreftymac/Toolbox,0
Anonymous_Dissident,Boy1jhn,0
Anonymous_Dissident,Ealdgyth,9
Anonymous_Dissident,Dantheman531,0
Anonymous_Dissident,Dreadstar,26
Anonymous_Dissident,Jackrm,1
Anonymous_Dissident,Jackrm/Signatures,0
Anonymous_Dissident,TimidGuy,1
Anonymous_Dissident,Kfc1864,0
Anonymous_Dissident,Biofoundationsoflanguage,1
Anonymous_Dissident,Arubiez (page does not exist),0
Anonymous_Dissident,ChrisDHDR,0
Anonymous_Dissident,86.137.123.74 (page does not exist),0
Anonymous_Dissident,Coppertwig,1
AR Argon,Edison,0
AR Argon,Satori_Son,0
Madman,The_Random_Editor,31
Madman,JForget,26
Madman,RedirectCleanupBot,22
Madman,Hit_bull.2C_win_steak,18
Madman,Minesweeper.007,0
Madman,Iridescent,9
Madman,Fabrictramp,23
Madman,Dihydrogen Monoxide,17
Madman,Phgao,14
Madman,Pharaoh of the Wizards,18
Madman,Alpta,0
Madman,Kl4m,0
Madman,Smokizzy,1
Madman,Zazou,0
Madman,Kudret abi,4
Madman,Chris.B (page does not exist),5
Madman,hmwith,23
Madman,ThaddeusB,4
Perfect Proposal,Navou,2
Perfect Proposal,Satori_Son,0
Perfect Proposal,The_Random_Editor,2
Perfect Proposal,Neranei,2
Perfect Proposal,Chase_me_ladies.2C_I.27m_the_Cavalry,1
Perfect Proposal,Jayron32,3
Perfect Proposal,Keeper76,7
Perfect Proposal,WBOSITG,6
Perfect Proposal,Pegship,3
Perfect Proposal,J.delanoy,7
Perfect Proposal,Malcolmxl5,1
Perfect Proposal,Tnxman307,1
Perfect Proposal,AlexiusHoratius,1
Perfect Proposal,Mazca,6
Perfect Proposal,Cobi,5
Andrewrox424,Recurring_dreams,0
Chris.B (page does not exist),Satori_Son,1
Chris.B (page does not exist),The_Random_Editor,3
Chris.B (page does not exist),iridescent,4
Chris.B (page does not exist),JForget,8
Chris.B (page does not exist),Recurring_dreams,3
Chris.B (page does not exist),Nat,0
Chris.B (page does not exist),Alasdair,3
Chris.B (page does not exist),Blood_Red_Sandman,1
Chris.B (page does not exist),Kane5187,0
Chris.B (page does not exist),Dppowell,2
Chris.B (page does not exist),Hit_bull.2C_win_steak,4
Chris.B (page does not exist),Rudget,3
Chris.B (page does not exist),Sarcasticidealist,1
Ealdgyth,The_Random_Editor,7
Ealdgyth,iridescent,7
Ealdgyth,Esprit15d,3
Ealdgyth,Hit_bull.2C_win_steak,6
Ealdgyth,Wassupwestcoast,4
Ealdgyth,John_Carter,16
Ealdgyth,Deacon_of_Pndapetzim,4
Ealdgyth,Doug,11
Ealdgyth,Karanacs,18
Ealdgyth,Moni3,19
Ealdgyth,GrahamColm,18
Ealdgyth,Laser_brain,19
Ealdgyth,Dabomb87,44
Ealdgyth,Dana_boomer,31
Ealdgyth,Acdixon,23
Ealdgyth,RHM22,19
Ealdgyth,Schwede66,120
Ealdgyth,Ritchie333,65
Ealdgyth,DatGuy,4
Ealdgyth,Chris troutman,1
Ealdgyth,The Bounder,3
Ealdgyth,Mike Christie/Reference library,4
Ealdgyth,Ymblanter,44
Ealdgyth,Sagaciousphil,1
Ealdgyth,Full Rune,5
Ealdgyth,Boing! said Zebedee,27
Ealdgyth,Steel1943,11
Ealdgyth,Laser brain,13
Ealdgyth,Dweller/Old Fashioned Wikipedian Values,0
Ealdgyth,Lepricavark,8
Ealdgyth,Joshualouie711,6
Ealdgyth,BU Rob13,8
Ealdgyth,Nortonius,0
Ealdgyth,Cassianto,3
Ealdgyth,Grondemar,3
Ealdgyth,Doug Weller,2
Ealdgyth,Floquenbeam,3
Ealdgyth,Kablammo,10
Ealdgyth,RickinBaltimore,99
Ealdgyth,Esquivalience,7
Ealdgyth,Jianhui67,15
Ealdgyth,Reyk,12
Ealdgyth,Salvio giuliano,6
Ealdgyth,Mr Ernie,6
Ealdgyth,Iazyges,3
Ealdgyth,Yngvadottir,15
Ealdgyth,Class455,7
Ealdgyth,KGirlTrucker81,6
Ealdgyth,Kudpung,41
Ealdgyth,Elmidae,3
Ealdgyth,Iridescent,16
Ealdgyth,Linguist111/My RfA criteria: The 5 pillars of Wikipedians,1
Ealdgyth,Linguist111,5
Ealdgyth,Eric Corbett,1
Ealdgyth,DrKay,0
Ealdgyth,Mihirpmehta (page does not exist),2
Ealdgyth,Hchc2009,3
Ealdgyth,Irondome,5
Ealdgyth,J Milburn,1
Ealdgyth,78.26,66
Ealdgyth,Buster7,4
Ealdgyth,Davey2010,13
Ealdgyth,Hillbillyholiday,1
Ealdgyth,S Marshall,3
Ealdgyth,Intothatdarkness,0
Ealdgyth,Mduvekot (page does not exist),2
Ealdgyth,RexxS,52
Ealdgyth,I am One of Many,14
Ealdgyth,David in DC,4
Ealdgyth,United States Man,3
Ealdgyth,Mathsci,1
Ealdgyth,Oculi,0
Ealdgyth,Beyond My Ken,10
Ealdgyth,Bigpoliticsfan,7
Ealdgyth,Mz7,90
Ealdgyth,Music1201,5
Ealdgyth,JudgeRM,2
Ealdgyth,Alanscottwalker,2
Ealdgyth,Innisfree987,3
Ealdgyth,GiantSnowman,33
Ealdgyth,Ramaksoud2000,4
Ealdgyth,Risker,19
Ealdgyth,RileyBugz,2
Ealdgyth,Tryptofish,29
Ealdgyth,Pocketthis,0
Ealdgyth,HJ Mitchell,18
Ealdgyth,Aircorn,8
Ealdgyth,Victoriaearle,2
Ealdgyth,MRD2014,5
Ealdgyth,Bloom6132,2
Ealdgyth,Gerda Arendt,14
Ealdgyth,Someguy1221,16
Ealdgyth,Giants2008,4
Ealdgyth,ThePlatypusofDoom,7
Ealdgyth,BusterD,7
Ealdgyth,GermanJoe,1
Ealdgyth,TheCatalyst31,20
Ealdgyth,MartinZ02,3
Ealdgyth,Rhododendrites,5
Ealdgyth,Ad Orientem,5
Ealdgyth,Ks0stm,21
Ealdgyth,Ks0stm/Guestbook,5
Ealdgyth,Ks0stm/Email,5
Ealdgyth,Guerillero,17
Ealdgyth,Banedon (page does not exist),8
Ealdgyth,Double sharp,7
Ealdgyth,Nikkimaria,24
Ealdgyth,Drmargi,3
Ealdgyth,OlEnglish,29
Ealdgyth,Vanamonde93,75
Ealdgyth,MarnetteD,4
Ealdgyth,Razr Nation,1
Ealdgyth,AustralianRupert,74
Ealdgyth,Donner60,15
Ealdgyth,SuperHamster,2
Ealdgyth,WereSpielChequers,29
Ealdgyth,Peacemaker67,74
Ealdgyth,Ihardlythinkso,2
Ealdgyth,Tokyogirl79,38
Ealdgyth,Justlettersandnumbers,0
Ealdgyth,Sparklism,8
Ealdgyth,Oripaypaykim,8
Ealdgyth,LindsayH,7
Ealdgyth,J3Mrs,0
Ealdgyth,John Cline,7
Ealdgyth,Dr. Blofeld,2
Ealdgyth,Ferret,6
Ealdgyth,Cwmhiraeth,4
Ealdgyth,Patient Zero,6
Ealdgyth,Kierzek,13
Ealdgyth,Wbm1058,49
Ealdgyth,Sadads,18
Ealdgyth,Kurtis,19
Ealdgyth,Ivanvector,118
Ealdgyth,Epicgenius,15
Ealdgyth,Connormah,20
Ealdgyth,Wehwalt,24
Ealdgyth,Graham Beards,3
Ealdgyth,Lingzhi,0
Ealdgyth,CAPTAIN RAJU,8
Ealdgyth,Ajraddatz,17
Ealdgyth,Tazerdadog,11
Ealdgyth,Carrite,14
Ealdgyth,NinjaRobotPirate,9
